,title,text
7936,on the brain,on the brain crime  horror  thriller small  town  sheriff  discovers  something  wrong  sleepy  golden  torch  quickly  realizes  may  get  alive
7937,a lot like love,a lot like love comedy flight  los  angeles  new  york  oliver  emily  make  connection  decide  poorly  suited  together  next  seven  years  however  reunited  time  go  acquaintances  close  friends  ...  lovers
7938,jeff dunham: minding the monsters,jeff dunham: minding the monsters comedy stand  comedian  ventriloquist  jeff  dunham  enter  ultimate  hunted  house  walter  transforms  something  grumpier  already  watch  bubba  j  rise  dead  meet  peanut  alter  ego  purple  venger  night  spicy  sidekick  witness  achmed  litterally  dressed  kill  outfit  terrify  terrifying  terrorist
7939,the scorpion king: quest for power,the scorpion king: quest for power action  fantasy  adventure betrayed  trusted  friend  mathayus  must  marshal  strength  cunning  outwit  formidable  opponent  stop  nothing  unlock  supreme  ancient  power
7940,muthu,muthu comedy  drama  action muthu  starring  rajinikanth  meena  lavish  maharaja  lived  sister  law  stepbrother  rajasekhar  raghuvaran  )   helping  people  incessantly  son  bequeaths  major  portion  property  juncture  new  baby  born  wife  dies  soon  brother  cheats  fears  might  taken  back  given  cheating  comes  light  hands  ...
7941,helvetica,helvetica documentary helvetica  feature  length  independent  film  typography  graphic  design  global  visual  culture  looks  proliferation  one  typeface  celebrate  50th  birthday  2007  part  larger  conversation  way  type  affects  lives  exploration  urban  spaces  major  cities  inhabits  fluid  discussion  renowned  designers  work  creative  process  choices  aesthetics  behind  use
7942,amour fou,amour fou drama  comedy  romance romantic  comedy  based  loosely  suicide  poet  henrich  von  kleist  1811
7943,warsaw bridge,"warsaw bridge  female  professor  writer  orchestra  conductor  three  characters  two  couples  attend  grand  literary  cocktail  party  prize  book  warsaw  bridge  "".  winner  answers  journalist  questions  one  another  unable  come  synthesis  plot  simply  read"
7944,crazy on the outside,crazy on the outside comedy  romance recently  paroled  ex  con  trouble  adjusting  wacky  normalcy  life  outside  prison  spent  last  three  years  behind  bars  getting  caught  committing  crime  taking  rap  much  dangerous  pal
7945,wyatt cenac: brooklyn,wyatt cenac: brooklyn comedy standup  special  recorded  union  hall  brooklyn
7946,santa claus conquers the martians,santa claus conquers the martians action  adventure  comedy  family  fantasy  science fiction martians  upset  children  become  obsessed  tv  shows  earth  extol  virtues  santa  claus  start  expedition  kidnap  one  two  lively  lead  group  north  pole  take  back  mars  voldar  particularly  grumpy  martian  attempts  away  get  leader  lomas  stops  arrive  help  rather  simple  minded  lackey  overcomes  bringing  fun  happiness  christmas  cheer
7947,nancy drew... reporter,nancy drew... reporter comedy  crime  mystery participating  contest  local  newspaper  school  children  asked  submit  news  story  attorney  carson  drew  daughter  nancy  intercepts  real  assignment  covers  inquest  death  woman  poisoned  think  young  accused  crime  guilty  corrals  neighbor  ted  searching  vital  piece  evidence  stumble  onto  identity  killer
7948,insane,insane horror lonely  hotel  road  sarah  lost  looking  somewhere  sleep  come  wrong  place  jenny  right  bridgeburn
7949,dave attell: captain miserable,dave attell: captain miserable comedy dave  attell  funnier  outlandish  ever  first  solo  hbo  special  60  minute  concert  performed  front  live  audience  lincoln  theater  venerable  washington  dc  venue  sarcastic  wit  quick  fire  delivery  prove  earned  reputation  comic  dubbed  one  25  funniest  people  america  entertainment  weekly  decidedly  adult  brand  comedy  covers  everything  including  alcohol  consumption  dating  current  events  celebrities  else  mind
7950,fuck up,fuck up drama jack  pleased  first  time  years  decided  stop  fucking  anything  pulse  also  cut  back  eager  enthusiastic  drug  use  best  friend  crashes  moose  middle  night  swedish  border  found  hoof  buried  forehead  2  5  kilos  cocaine  trunk  next  24  hours  loses  house  girlfriend  leaves  takes  daughter  find  think  hit  rock  bottom  always  get  worse
7951,de nieuwe wildernis,de nieuwe wildernis documentary movie  de  nieuwe  wildernis  set  oostvaardersplassen  nature  reserve  high  standard  netherlands  developed  location  40  years  ago  sea  level  one  densely  populated  countries  world  nowadays  stage  unique  show  determines  rhythm  ems  films  first  exclusive  rights  shoot  footage  four  seasons  team  filmed  period  two  result  film  never  seen  spectacle  features  konik  horses  red  deer  foxes  heck  cattle  name  battling  new  territories  survival
7952,goodbye charlie,goodbye charlie comedy  science fiction  romance shot  jealous  husband  charley  falls  porthole  lost  sea  find  returned  attractive  blond  woman  best  friend  staying  house  puts  charlie  affairs  order  convinced  finds  unwilling  helper  new  plan  marry  money
7953,the ghost train,the ghost train comedy  horror  mystery  thriller mismatched  travellers  stranded  overnight  lonely  rural  railway  station  soon  learn  local  superstition  phantom  train  said  travel  parts  dead  night  carrying  ghosts  long  ago  wreck  area
7954,you're killing me,"you're killing me romance  comedy  horror joe  told  boyfriend  george  serial  killer  thinks  hilarious  ...  saw  patricia  arquette  target  !!!  horror  comedy  hybrid  killing  "" ""  take  look  life  death  consequences  dating  age  incessant  chatter  meet  coming  someone  loves  kill  hand  decide  wig  wear  next  youtube  video  friends  start  disappearing  one  must  face  undeniable  fact  gretchen  might  back  crushed  ice  party  youdontneediceforchardonnay"
7955,murder by proxy:  how america went postal,murder by proxy:  how america went postal documentary murder  proxy  america  went  postal  documentary  examines  phenomenon  spree  killing  particularly  workplace  became  known  united  states  “  going  ”.  film  argues  originated  service  result  hostile  work  environment  following  reorganization  act  1971  spread  rest  society
7956,cha cha cha,cha cha cha crime  drama accident  involving  16  years  old  prompts  private  eye  corso  investigation  unearth  deep  web  corruption  today  rome
7957,heaven and hell,heaven and hell action  fantasy  foreign actors  david  chaing  alexander  fu  sheng  join  director  chang  cheh  rest  five  deadly  venoms  crew  supernatural  martial  arts  epic  takes  action  another  plane  reality  entirely  fallen  angel  descends  earth  mission  storm  underworld  love  shared  angels  humans  offers  telling  testament  power  lucky  ghost  battle  follows  living  dead  discover  war  waged  hell  could  consequences  resound  forever
7958,that's my boy,that's my boy comedy teens  donny  fathered  son  todd  raised  single  parent  18th  birthday  seeing  years  world  comes  crashing  resurfaces  wedding
7959,getting go: the go doc project,getting go: the go doc project drama shy  make  proper  introduction  recent  college  grad  devises  shoot  documentary  nyc  nightlife  scene  order  meet  go  guy  ’  cyber  obsessed
7960,the sea of trees,the sea of trees drama suicidal  american  befriends  japanese  man  lost  forest  near  mt  fuji  two  search  way
7961,the perfect wedding,the perfect wedding comedy christmas  approaching  paul  adopted  sister  alana  coming  home  holidays  regular  family  celebration  recently  engaged  weekend  spent  planning  june  wedding  best  friends  roy  vicki  problem  ex  boyfriend  two  young  men  seen  since  messy  breakup  nervous  seeing  talks  good  friend  gavin  joining  pretending  new  meet  sparks  attraction  fly  thinks  still  hung  charming  romantic  comedy  funny  look  bonds  misunderstandings  perfect
7962,battle of the amazons,battle of the amazons fantasy  action tribe  vicious  female  warriors  terrorizes  countryside  especially  males  one  day  men  local  villagers  decide  fight  back
7963,call her savage,call her savage drama sexy  texas  gal  storms  way  life  brawling  boozing  luck  runs  forcing  learn  errors  ways
7964,time stood still,time stood still documentary  drama two  middle  aged  men  work  caretakers  isolated  dam  construction  site  high  snow  capped  italian  alps  one  leaves  valley  spend  christmas  vacation  family  temporarily  replaced  adolescent  boy  man  annoyed  intrigued  habits  listens  loud  music  sleeps  long  mornings  drink  alcohol  barely  speak  another  first  couple  days  avalanche  cuts  small  hut  electricity  slowly  start  growing  fond
7965,sarah silverman: a speck of dust,sarah silverman: a speck of dust comedy first  comedy  special  post  health  scare  sarah  silverman  shares  mix  fun  facts  sad  truths  yeah  went  moments
7966,general idi amin dada,general idi amin dada documentary  foreign  war uganda  dictator  general  idi  amin  dada  accepts  foreign  crew  request  interview  film  talks  camera  outreach  arab  nations  goal  eradicating  israel  views  economic  policy  nixon  kissinger  world  leaders  also  see  dressing  ministers  cabinet  meeting  two  weeks  minister  criticizes  murdered  )   supervising  war  game  simulation  invasion  visiting  village  addressing  conclave  ugandan  physicians
7967,betty fisher and other stories,betty fisher and other stories drama  thriller  crime  foreign grieving  death  young  son  joseph  novelist  betty  fisher  enters  dark  depression  hoping  bring  mother  margot  arranges  kidnap  another  child  jose  replace  lost  although  knows  wrong  accepts  new  meanwhile  carole  looking  help  boyfriend  francois  criminal  cohorts
7968,mobsters,mobsters drama  action  thriller  crime story  group  friends  turn  century  new  york  early  days  street  hoods  rise  world  organized  crime  ...
7969,passion of love,passion of love drama 1860  giorgio  giraudeau  )   young  italian  soldier  sent  remote  post  far  away  lover  clara  antonelli  ).  lodged  house  colonel  girotti  becames  friends  local  doctor  trintignant  among  inhabitants  strange  woman  fosca  obici  unattractive  mad  however  passion  cope
7970,cosmos laundromat,cosmos laundromat animation desolate  island  suicidal  sheep  named  franck  meets  fate  …  form  quirky  salesman  victor  offers  gift  lifetime  many  lifetimes  actually  different  worlds  –  lasting  minutes  sequel  pilot  find  new  reason  live  bewitching  female  adventurer  tara  awakens  long  lost  lust  life  keep
7971,lumière and company,lumière and company action  drama  comedy  documentary 40  international  directors  asked  make  short  film  using  original  cinematographe  invented  lumière  brothers  working  conditions  similar  1895  three  rules  1  could  longer  52  seconds  2  synchronized  sound  permitted  3  takes  results  run  gamut  zhang  yimou  convention  thwarting  joke  david  lynch  bizarre  miniature  epic
7972,twitches too,twitches too drama  family  fantasy  tv movie reunited  witch  twins  camryn  alex  adjust  new  life  supernatural  beings  time  trying  maintain  normal  existence  sequel  magical  disney  channel  original  movie  twitches  soon  find  going  head  forces  darkness  threaten  destroy  world  luckily  birth  mother  powerful  miranda  hand  help
7973,skeletons,skeletons fantasy  comedy  thriller  mystery  foreign writer  director  nick  whitfield  black  indie  comedy  pair  exorcists  ed  gaughan  andrew  buckley  power  rid  people  secrets  agree  help  woman  paprika  steen  whose  daughter  tuppence  middleton  mute  --  husband  missing  jason  isaacs  co  stars  mysterious  colonel  seems  calling  shots  sidelines  duo  shadowy  enterprise
7974,lady scarface,lady scarface crime police  detective  dennis  keefe  photographer  girlfriend  frances  neal  hunt  gang  led  woman  judith  anderson  ).
7975,casa de los babys,casa de los babys drama group  women  including  skipper  wealthy  young  jennifer  domineering  nan  journey  united  states  south  america  hopes  easily  adopting  children  unfortunately  plans  complicated  local  laws  require  live  foreign  nation  extended  period  take  orphaned  kids  stuck  another  country  bond  share  aspirations  anxieties
7976,the hunger games: mockingjay - part 1,the hunger games: mockingjay - part 1 science fiction  adventure  thriller katniss  everdeen  reluctantly  becomes  symbol  mass  rebellion  autocratic  capitol
7977,brimstone & treacle,brimstone & treacle mystery  drama  horror strange  young  man  sinister  effect  family  middle  aged  writer
7978,hanna's journey,hanna's journey romance  comedy german  girl  travels  israel  help  people  disabilities  learns  lot  role  grandparents  wwii  meets  man  wants  move  berlin
7979,the annunciation,"the annunciation drama annunciation  hungarian  angyali  üdvözlet  film  directed  andrás  jeles  1984  based  tragedy  man  1861  imre  madách  adam  péter  bocsor  eve  júlia  mérő  )   succumbed  lucifer  temptation  cast  garden  eden  holds  eszter  gyalog  promise  reminding  said  would  know  everything  !"".  grants  dream  world  come  bizarre  becomes  miltiades  athens  knight  called  tancred  byzantium  kepler  prague  danton  revolutionary  paris  nameless  suitor  victorian  london  guided  deceptively  sweet  ultimately  contemptuous  confronts  endless  procession  horror  human  story  ...  rapists  concubines  betrayal  savagery  mindless  cruelty  fanaticism"
7980,the love machine,the love machine drama ambitious  tv  newscaster  affair  wife  network  executive  get  promotion
7981,the broadway melody,the broadway melody drama  music  romance harriet  queenie  mahoney  vaudeville  act  come  broadway  friend  eddie  kerns  needs  number  one  francis  zanfield  shows  love  meets  falls  courted  jock  warriner  member  new  yorker  high  society  takes  till  recognizes  nothing  toy  also
7982,the company she keeps,the company she keeps drama lady  con  artist  sets  steal  parole  officer  fiance
7983,wheelmen,wheelmen action  comedy two  limo  drivers  hope  make  money  escorting  executive  around  los  angeles  things  go  awry  get  caught  sabotage  plot  assassinate  vice  president  united  states
7984,"gwen, the book of sand","gwen, the book of sand science fiction  animation  adventure  fantasy gwen  young  girl  adopted  nomad  tribe  desert  post  apocalyptic  world  friend  kidnapped  old  woman  called  roseline  embark  trip  bring  back"
7985,"one, two, three","one, two, three comedy  family coca  cola  executive  west  berlin  tries  keep  boss  daughter  marrying  communist"
7986,jubilee,jubilee comedy  drama  fantasy  music queen  elizabeth  visits  late  twentieth  century  britain  find  depressing  landscape  life  changed  since  time
7987,maid in sweden,maid in sweden drama maid  sweden  tells  story  inga  16  year  old  swedish  girl  leaves  rural  home  spend  weekend  capital  innocent  experience  prodigious  physical  attributes  series  romantic  adventures  throws  frustrations  small  town  environment
7988,black swan,black swan drama  thriller ballet  dancer  wins  lead  swan  lake  perfect  role  delicate  white  princess  odette  slowly  loses  mind  becomes  like  odile  black
7989,south,south documentary story  1914  1916  antarctic  exploration  mission  sir  ernest  shackleton
7990,24 hours on craigslist,"24 hours on craigslist documentary 24  hours  craigslist  2005  american  feature  length  documentary  captures  people  stories  behind  single  day  posts  community  focused  classified  website  film  made  approval  founder  craig  newmark  woven  interviews  site  users  opted  contacted  production  submitted  august  4  2003  screened  nine  festivals  2004  winning  best  "" ""  played  limited  self  distributed  theatrical  release  2006  released  dvd  april  25"
7991,the admiral: roaring currents,the admiral: roaring currents adventure  war film  mainly  follows  famous  1597  battle  myeongryang  japanese  invasion  korea  1592  1598  )   iconic  joseon  admiral  yi  sun  sin  managed  destroy  total  133  warships  13  ships  remaining  command  took  place  strait  southwest  coast  korean  peninsula  considered  one  greatest  victories
7992,puella magi madoka magica the movie part i: beginnings,puella magi madoka magica the movie part i: beginnings thriller  animation  fantasy madoka  kaname  ordinary  middle  schooler  along  best  friend  sayaka  miki  offered  chance  wish  want  granted  mysterious  kyubey  become  magical  girls  fight  witches  however  fellow  girl  homura  akemi  seems  intent  stopping  becoming  cost  puella  magi  magica  movie  part  beginnings  retelling  first  half  tv  anime  series
7993,the break-in,the break-in thriller  drama married  couple  dinner  discuss  future  go  bed  soon  realize  someone  house  crisis  follows  incident  brings  closer  together  relationship  clash  reality  comes  knocking  door  movie  love  living  secret
7994,knockin' on heaven's door,knockin' on heaven's door comedy  crime two  young  men  martin  rudi  suffering  terminal  cancer  get  know  hospital  room  drown  desperation  tequila  decide  take  one  last  trip  sea  drunk  still  pajamas  steal  first  fancy  car  find  60  mercedes  convertible  happens  belong  bunch  gangsters  immediately  start  chase  since  contains  pistol  finds  glove  box
7995,get mean,get mean western plot  revolves  around  return  spanish  princess  america  native  country  spain  help  enlists  aid  reluctant  hero  tony  anthony  ).
7996,a gray state,a gray state documentary 2010  david  crowley  iraq  veteran  aspiring  filmmaker  charismatic  coming  voice  fringe  politics  began  production  film  gray  state  set  dystopian  near  future  civil  liberties  trampled  unrestrained  federal  government  ’  crowd  funded  trailer  enthusiastically  received  burgeoning  online  community  libertarians  tea  party  activists  members  nascent  alt  right  january  2015  found  dead  family  suburban  minnesota  home  shocking  deaths  quickly  become  cause  célèbre  conspiracy  theorists  speculate  assassinated  shadowy  concerned  getting  close  truth  aims
7997,what now? remind me,what now? remind me drama  documentary joaquim  pinto  living  hiv  vhc  almost  twenty  years  “  remind  ”  notebook  year  clinical  studies  toxic  mind  altering  drugs  yet  unapproved  open  eclectic  reflection  time  memory  epidemics  globalization  survival  beyond  expectations  dissent  absolute  love  fro  present  past  memories  film  also  tribute  friends  departed  remain
7998,shining night: a portrait of composer morten lauridsen,shining night: a portrait of composer morten lauridsen documentary tribute  living  legend  celebrating  life  music  artist  morten  lauridsen
7999,serendipity,serendipity comedy  romance although  strangers  sara  jonathan  already  relationships  realize  genuine  chemistry  chance  encounter  –  part  company  soon  years  later  yearn  reunite  despite  destined  altar  give  true  love  find  one  another
8000,everybody's all-american,everybody's all-american drama  romance louisiana  football  star  gavin  grey  american  champion  married  high  school  sweetheart  homecoming  queen  babs  rogers  hero  hometown  yet  failed  professional  career  realizes  fame  success  passed  longer  everyone  keeps  reminding  still  dissatisfaction  life  leads  strains  marriage  begins  wonder  anymore
8001,the notebook,the notebook romance  drama epic  love  story  centered  around  older  man  reads  aloud  woman  alzheimer  faded  notebook  old  words  bring  life  couple  separated  world  war  ii  passionately  reunited  seven  years  later  taken  different  paths
8002,guardian,guardian drama  horror  action  science fiction spate  violence  rocks  inner  city  l  p  ex  marine  john  kross  investigates  cause  new  drug  called  chaos  help  partner  carpenter  delve  mystery  discover  link  terrifying  supernatural  power  unleashed  gulf  war  witnessed  twelve  years  ago  must  race  time  stop  destruction  battle  demons  come  grips  destiny  discovers  reality  mapped  much  greater
8003,la bandera,la bandera  pierre  gilieth  committed  murder  paris  flees  barcelona  runs  money  joins  spanish  foreign  legion  meets  two  fellow  countrymen  mulot  lucas  tries  forget  fault  ...  friendship  soon  appears  less  unselfish
8004,megiddo: the omega code 2,megiddo: the omega code 2 action  science fiction  thriller stone  antichrist  becomes  president  european  union  uses  seat  power  dissolve  united  nations  create  one  world  government  called
8005,the first power,"the first power crime  thriller  horror young  man  born  incestuous  relationship  enduring  emotionally  scarring  childhood  gives  dark  side  satanic  forces  becomes  weapon  evil  kills  ferocity  main  target  l  p  detective  russell  logan  engages  battle  wits  channing  life  death  appears  stopped  tricks  match  -""  first  power  ""."
8006,in the border states,in the border states drama  war civil  war  father  living  border  state  leaves  join  union  army  confederate  troops  forage  property  soldier  encounters  one  daughters  wounded  hazardous  mission  must  run  life  pursued  soldiers
8007,halloweentown,halloweentown adventure  comedy  family  fantasy  horror  tv movie 13th  birthday  marnie  learns  witch  discovers  secret  portal  transported  halloweentown  —  magical  place  ghosts  ghouls  witches  werewolves  live  apart  human  world  soon  finds  battling  wicked  warlocks  evil  curses  endless  surprises
8008,travellers and magicians,travellers and magicians adventure  drama  foreign young  government  official  named  dondup  smitten  america  even  denim  gho  dreams  escaping  stuck  beautiful  isolated  village  hopes  connect  u  visa  country  misses  one  bus  town  thimphu  however  forced  hitchhike  walk  along  lateral  road  west  accompanied  apple  seller  buddhist  monk  ornate  dragon  headed  dramyin  drunk  widowed  rice  paper  maker  daughter  sonam
8009,elstree 1976,elstree 1976 documentary documentary  ten  different  lives  connected  appeared  onscreen  wearing  masks  helmets  star  wars
8010,the astronomer's dream,the astronomer's dream fantasy astronomer  terrifying  dream
8011,jack the giant killer,jack the giant killer adventure  fantasy  family terrible  trecherous  pendragon  plans  gain  throne  cornwall  getting  king  abdicate  marry  lovely  daughter  help  dreadful  witches  castle  almost  unstoppable  sorcery  giant  control  abducts  princess  way  home  meets  farming  lad  jack  slays  beginning
8012,"sumo do, sumo don't","sumo do, sumo don't comedy college  senior  shuhei  blackmailed  professor  joining  school  sumo  team  aided  group  misfits  must  together  defeat  rivals  face  disgrace  disbandment  club"
8013,bad cat,bad cat comedy  animation  action produced  turkey  biggest  animation  studio  anima  istanbul  bad  cat  animated  epic  young  adults  featuring  unforgettably  shero  foul  mouthed  gang  action  animals  inhabiting  streets  friends  anyone  else  notoriously  sleazy  neighborhood  wants  debauchery  girls  food  occasional  drinking  binge  ordinary  looking  day  prove  otherwise  paths  cross  humans  things  get  little  hand  hilarious  harsh  unexpected  ways  3d  feature  film  strikes  heads  epitome  deprived  love  barbeque  capable  story  involves  sexed  discovers  father  bastard  son
8014,crack house,crack house action  drama rick  melissa  pair  young  lovers  hoping  get  slums  good  escape  poverty  crime  families  friends  gotten  involved  comes  end  feels  must  rejoin  old  gang  avenge  killing  brother  rival  course  getting  even  arrested  leaving  without  anyone  protect  falls  crack  dealer  quickly  becomes  addicted  drug  gets  sold  kingpin  minor  pay  debt  save
8015,jessica darling's it list,jessica darling's it list family jessica  darling  –  smart  witty  opinionated  girl  heading  7th  grade  never  concerned  fit  middle  school  hierarchy  first  day  older  sister  —  super  popular  bethany  college  decides  help  giving  “  list  ”—  cheat  sheet  navigate  maze  rise  top  popularity  chain  instructions  appear  simple  enough  follow  like  life  nothing  easy  seems
8016,the organizer,the organizer crime  drama professor  sinigaglia  marcello  mastroianni  title  character  darkly  comedic  italian  drama  mistreated  factory  workers  city  turin  toiling  away  appalling  conditions  textile  mill  employees  one  stand  puts  academic  career  line  helping  start  strike  although  teacher  comes  scrutiny  unsympathetic  authorities  maintains  dedication  cause
8017,the salt of the earth,the salt of the earth documentary last  forty  years  photographer  sebastião  salgado  travelling  continents  footsteps  ever  changing  humanity  witnessed  major  events  recent  history  international  conflicts  starvations  exodus  …  embarking  discovery  pristine  territories  wild  fauna  flora  grandiose  landscapes  huge  photographic  project  tribute  planet  beauty  life  work  revealed  us  son  juliano  went  journeys  wim  wenders
8018,the other f word,"the other f word music  documentary  drama  comedy happens  generation  ultimate  anti  authoritarians  —  punk  rockers  become  society  authorities  dad  large  chorus  rock  leading  men  blink  182  mark  hoppus  red  hot  chili  peppers  flea  rise  tim  mcilrath  f  word  follows  jim  lindberg  20  year  veteran  skate  band  pennywise  hysterical  moving  journey  belting  anthem  fuck  authority  "" ""  embracing  ultimately  pivotal  authoritarian  role  mid  life  fatherhood"
8019,somewhere in the night,somewhere in the night drama  thriller  crime  mystery george  taylor  returns  wwii  amnesia  back  home  los  angeles  tries  track  old  identity  stumbling  3  year  murder  case  hunt  missing  2  million
8020,the caine mutiny court-martial,"the caine mutiny court-martial  full  length  adaptation  originally  staged  play  court  martial  segment  novel  caine  mutiny  ""."
8021,craig ferguson: a wee bit o' revolution,"craig ferguson: a wee bit o' revolution comedy craig  ferguson  scotland  born  host  emmy  nominated  late  show   ""  takes  stage  boston  wilbur  theatre  performance  captured  east  coast  leg  2008  stand  tour  known  amusing  observations  wry  humor  newly  anointed  united  states  citizen  swing  variety  pop  culture  topics"
8022,free radicals: a history of experimental film,free radicals: a history of experimental film documentary experimental  filmmaker  pip  chodorov  traces  course  film  america  taking  personal  point  view  someone  grew  part  community
8023,naughty or nice,naughty or nice tv movie krissy  kringle  receives  delivery  intended  santa  claus  magical  book  shows  person  naughty  nice  uses  power  find  around  leads  unusual  unintended  results  realizes  everyone  good
8024,police state,police state  zedd  minding  business  stopped  cop  accuses  junkie  short  argument  beaten  dragged  police  station  interrogated  detective  rockets  redglare  chief  tortured  several  times  nick  character  mutilates  hedge  cutters
8025,the sky's the limit,the sky's the limit comedy  romance flying  tiger  fred  atwell  sneaks  away  famous  squadron  personal  appearance  tour  goes  incognito  several  days  leave  quickly  falls  photographer  joan  manion  pursuing  guise  carefree  drifter
8026,the keeper of lost causes,the keeper of lost causes thriller  mystery  crime based  first  book  jussi  adler  olsen  bestselling  thriller  series  department  q  keeper  lost  causes  tells  story  two  policemen  carl  mørck  assad  become  involved  five  year  old  case  concerning  missing  woman  merete  soon  journey  scandinavia  darkest  corners  find  psychopathic  killer
8027,water's edge,water's edge thriller robert  wanted  escape  big  city  thought  small  town  water  edge  would  give  new  start  wrong  little  dirty  secrets  found  worst  ...
8028,scream 2,"scream 2 horror  mystery two  years  terrifying  events  occurred  woodsboro  sidney  attending  windsor  college  cincinnati  gale  weathers  best  selling  book  life  made  major  motion  picture  students  killed  theatre  watching  new  film  stab  "" ""  knows  deep  history  repeating"
8029,la chance de ma vie,la chance de ma vie comedy  romance julien  monnier  serious  problem  though  brilliant  couples  counselor  keep  woman  life  two  weeks  indeed  ever  since  childhood  jinxes  every  falls  love  small  jinx  kind  sends  hospital  several  times  week  destroys  professional  turns  friends  enemies  strictly  speaking  true  black  cat  women  joanna  sorini  soon  learn  expense  day  meets  career  taking  finally  seems  good  turn  may  change
8030,demolition university,demolition university action  thriller college  students  field  trip  encounter  terrorists  planning  poison  city  water  supply
8031,san andreas,san andreas action  drama  thriller aftermath  massive  earthquake  california  rescue  chopper  pilot  makes  dangerous  journey  across  state  order  estranged  daughter
8032,viva riva!,viva riva! action  drama  foreign  thriller riva  operator  man  charm  ambition  equal  measure  kinshasa  inviting  place  petrol  short  supply  drc  capital  sidekick  pursue  plot  get  hold  secret  cache  barrels  fuel  sell  huge  profit  course  ones  want  stuff
8033,spellcaster,spellcaster horror  mystery group  people  killed  one  participating  million  dollar  treasure  hunt  mysterious  italian  castle
8034,youngblood,youngblood drama  romance skilled  young  hockey  prospect  hoping  attract  attention  professional  scouts  pressured  show  fight  challenged  stay  canadian  minor  town  ice  activities  complicated  relationship  coach  daughter
8035,the acid eaters,the acid eaters drama group  office  workers  go  every  friday  afternoon  white  pyramid  50  foot  tower  lsd
8036,sister my sister,sister my sister drama  thriller film  based  true  incident  le  mans  france  1933  called  papin  murder  case  two  sisters  brutally  murdered  employer  daughter  shocked  country  much  speculation  including  allegations  incestous  lesbian  affair
8037,"objective, burma!","objective, burma! action  drama  war group  men  parachute  japanese  occupied  burma  dangerous  important  mission  locate  blow  radar  station  accomplish  well  enough  try  rendezvous  old  air  strip  taken  back  base  find  waiting  must  make  long  difficult  walk  enemy  jungle"
8038,boomerang,boomerang comedy  romance marcus  successful  advertising  executive  woos  beds  women  almost  company  merger  finds  new  boss  ravishing  jacqueline  treating  exactly  way  completely  traumatised  work  goes  badly  downhill
8039,whispering corridors 3: wishing stairs,whispering corridors 3: wishing stairs horror staircase  leading  dormitory  remote  boarding  school  usually  28  stairs  every  often  appears  29  someone  steps  mysterious  extra  stair  horror  begins
8040,the assignment,the assignment thriller  action  crime jack  shaw  donald  sutherland  experienced  terror  first  hand  top  cia  agent  tracked  international  killer  hire  carlos  jackal  sanchez  twenty  years  barely  survived  devastating  bombing  parisian  cafe  finally  gets  break  discovers  dead  ringer  american  naval  officer  dedicated  family  man  annibal  ramirez  aidan  quinn  ).
8041,monsieur verdoux,monsieur verdoux comedy  crime  drama film  unemployed  banker  henri  verdoux  sociopathic  methods  attaining  income  loyal  competent  work  laid  make  money  wife  child  marries  wealthy  widows  murders  crime  spree  eventually  works  two  particular  break  normal  routine
8042,everything,everything drama  mystery man  visits  prostitute  wants  talk  goes  along  starts  asking  questions  loner  different  reason  come
8043,200 motels,"200 motels fantasy  comedy  documentary  science fiction  music touring  makes  crazy   ""  frank  zappa  says  explaining  idea  film  came  mothers  invention  story  interspersed  performances  royal  symphony  orchestra  tale  life  road  band  members  main  concerns  search  groupies  desire  get  paid"
8044,just go with it,just go with it romance  comedy plastic  surgeon  romancing  much  younger  schoolteacher  enlists  loyal  assistant  pretend  soon  ex  wife  order  cover  careless  lie  lies  backfire  kids  become  involved  everyone  heads  weekend  hawaii  change  lives
8045,phantoms,phantoms horror  science fiction  thriller peaceful  town  snowfield  colorado  something  evil  wiped  community  group  people  stop  least  get  alive
8046,the humanoid,the humanoid fantasy  science fiction hoping  overthrow  brother  ruler  planet  metropolis  evil  graal  enlists  help  insane  dr  kraspin  invented  chemical  capable  turning  ordinary  person  perfect  soldier  test  pilot  golob  unsuspecting  victim  mindless  indestructible  automaton  possessing  superhuman  strength  people  must  somehow  outwit  create  army  soldiers  destroyed
8047,faith connections,faith connections documentary  drama filmmaker  insight  biggest  gathering  earth  kumbh  mela
8048,the new black,the new black documentary new  black  documentary  tells  story  african  american  community  grappling  gay  rights  issue  light  recent  marriage  movement  fight  civil  film  documents  activists  families  clergy  sides  campaign  legalize  examines  homophobia  institutional  pillar  church  reveals  christian  right  wing  strategy  exploiting  phenomenon  order  pursue  anti  political  agenda  takes  viewers  pews  onto  streets  provides  seat  kitchen  table  historic  win  equality  maryland  charts  evolution  divisive  within
8049,blood & donuts,blood & donuts horror  action  comedy 1994  toronto  vampire  boya  awakens  twenty  five  years  sleep  basement  hit  golf  ball  takes  cab  local  cemetery  retrieves  belongings  grave  lodges  low  budget  hotel  nearby  night  donut  shop  drink  human  blood  anymore  rats  pigeons  instead  befriends  protects  taxi  driver  earl  trouble  two  criminals  falls  love  waitress  molly  meanwhile  former  passion  1969  rita  misses  lost  youth  trying  locate
8050,frenzy,frenzy crime  drama  mystery  thriller serial  murderer  strangling  women  necktie  london  police  suspect  wrong  man
8051,sleepwalk with me,sleepwalk with me comedy burgeoning  stand  comedian  struggles  stress  stalled  career  stale  relationship  wild  spurts  severe  sleepwalking  desperate  ignore
